Strain	0	1	2	3	4	5
USA/WA-S141/2020	11	10	7	7	6	1
USA/WA-S142/2020	11	10	7	7	6	1
USA/WA-S143/2020	11	10	7	7	6	1
USA/WA-S144/2020	11	10	7	7	6	1
USA/WA-S145/2020	11	10	7	7	6	1
USA/WA-S146/2020	27	20	13	12	2	2
USA/WA-S147/2020	11	10	7	7	6	1
USA/WA-S148/2020	27	20	13	12	2	2
USA/WA-S1488/2020	11	10	7	7	6	1
USA/WA-S149/2020	106	92	81	65	18	2
USA/WA-S15/2020	11	10	7	7	6	1
USA/WA-S150/2020	11	10	7	7	6	1
USA/WA-S16/2020	11	10	7	7	6	1
USA/WA-S17/2020	11	10	7	7	6	1
USA/WA-S18/2020	11	10	7	7	6	1
USA/WA-S19/2020	11	10	7	7	6	1
USA/WA-S2/2020	11	10	7	7	6	1
USA/WA-S20/2020	11	10	7	7	6	1
USA/WA-S21/2020	11	10	7	7	6	1
USA/WA-S22/2020	11	10	7	7	6	1
USA/WA-S23/2020	11	10	7	7	6	1
USA/WA-S232/2020	11	10	7	7	6	1
USA/WA-S233/2020	11	10	7	7	6	1
USA/WA-S234/2020	11	10	7	7	6	1
USA/WA-S235/2020	11	10	7	7	6	1
USA/WA-S236/2020	11	10	7	7	6	1
USA/WA-S237/2020	11	10	7	7	6	1
USA/WA-S238/2020	11	10	7	7	6	1
USA/WA-S239/2020	11	10	7	7	6	1
USA/WA-S24/2020	11	10	7	7	6	1
USA/WA-S240/2020	11	10	7	7	6	1
USA/WA-S241/2020	11	10	7	7	6	1
USA/WA-S242/2020	11	10	7	7	6	1
USA/WA-S243/2020	11	10	7	7	6	1
USA/WA-S244/2020	11	10	7	7	6	1
USA/WA-S245/2020	11	10	7	7	6	1
USA/WA-S246/2020	11	10	7	7	6	1
USA/WA-S247/2020	11	10	7	7	6	1
USA/WA-S248/2020	11	10	7	7	6	1
USA/WA-S249/2020	11	10	7	7	6	1
USA/WA-S25/2020	11	10	7	7	6	1
USA/WA-S250/2020	11	10	7	7	6	1
USA/WA-S251/2020	11	10	7	7	6	1
USA/WA-S252/2020	11	10	7	7	6	1
USA/WA-S253/2020	11	10	7	7	6	1
USA/WA-S254/2020	11	10	7	7	6	1
USA/WA-S255/2020	11	10	7	7	6	1
USA/WA-S256/2020	11	10	7	7	6	1
USA/WA-S257/2020	11	10	7	7	6	1
USA/WA-S258/2020	11	10	7	7	6	1
USA/WA-S259/2020	11	10	7	7	6	1
USA/WA-S26/2020	11	10	7	7	6	1
USA/WA-S260/2020	11	10	7	7	6	1
USA/WA-S263/2020	11	10	7	7	6	1
USA/WA-S264/2020	11	10	7	7	6	1
USA/WA-S265/2020	11	10	7	7	6	1
USA/WA-S268/2020	11	10	7	7	6	1
USA/WA-S269/2020	11	10	7	7	6	1
USA/WA-S27/2020	11	10	7	7	6	1
USA/WA-S270/2020	11	10	7	7	6	1
USA/WA-S272/2020	11	10	7	7	6	1
USA/WA-S273/2020	11	10	7	7	6	1
USA/WA-S274/2020	27	20	13	12	2	2
USA/WA-S275/2020	11	10	7	7	6	1
USA/WA-S277/2020	11	10	7	7	6	1
USA/WA-S279/2020	11	10	7	7	6	1
USA/WA-S28/2020	11	10	7	7	6	1
USA/WA-S280/2020	11	10	7	7	6	1
USA/WA-S281/2020	11	10	7	7	6	1
USA/WA-S282/2020	7	6	2	2	2	2
USA/WA-S2855/2020	11	10	7	7	6	1
USA/WA-S286/2020	11	10	7	7	6	1
USA/WA-S287/2020	11	10	7	7	6	1
USA/WA-S288/2020	11	10	7	7	6	1
USA/WA-S29/2020	11	10	7	7	6	1
USA/WA-S291/2020	11	10	7	7	6	1
USA/WA-S292/2020	11	10	7	7	6	1
USA/WA-S296/2020	11	10	7	7	6	1
USA/WA-S297/2020	11	10	7	7	6	1
USA/WA-S298/2020	11	10	7	7	6	1
USA/WA-S3/2020	11	10	7	7	6	1
USA/WA-S30/2020	11	10	7	7	6	1
USA/WA-S301/2020	11	10	7	7	6	1
USA/WA-S302/2020	11	10	7	7	6	1
USA/WA-S31/2020	11	10	7	7	6	1
USA/WA-S32/2020	11	10	7	7	6	1
USA/WA-S33/2020	11	10	7	7	6	1
USA/WA-S34/2020	11	10	7	7	6	1
USA/WA-S35/2020	11	10	7	7	6	1
USA/WA-S36/2020	11	10	7	7	6	1
USA/WA-S37/2020	11	10	7	7	6	1
USA/WA-S38/2020	11	10	7	7	6	1
USA/WA-S39/2020	11	10	7	7	6	1
USA/WA-S4/2020	51	10	7	7	6	1
USA/WA-S40/2020	11	10	7	7	6	1
USA/WA-S41/2020	11	10	7	7	6	1
USA/WA-S42/2020	11	10	7	7	6	1
USA/WA-S43/2020	11	10	7	7	6	1
USA/WA-S44/2020	11	10	7	7	6	1
USA/WA-S45/2020	11	10	7	7	6	1
USA/WA-S46/2020	11	10	7	7	6	1
USA/WA-S47/2020	11	10	7	7	6	1
USA/WA-S48/2020	11	10	7	7	6	1
USA/WA-S49/2020	11	10	7	7	6	1
USA/WA-S5/2020	11	10	7	7	6	1
USA/WA-S50/2020	11	10	7	7	6	1
USA/WA-S51/2020	11	10	7	7	6	1
USA/WA-S52/2020	11	10	7	7	6	1
USA/WA-S53/2020	11	10	7	7	6	1
USA/WA-S54/2020	11	10	7	7	6	1
USA/WA-S55/2020	11	10	7	7	6	1
USA/WA-S56/2020	11	10	7	7	6	1
USA/WA-S57/2020	11	10	7	7	6	1
USA/WA-S58/2020	11	10	7	7	6	1
USA/WA-S59/2020	11	10	7	7	6	1
USA/WA-S6/2020	11	10	7	7	6	1
USA/WA-S60/2020	51	10	7	7	6	1
USA/WA-S61/2020	11	10	7	7	6	1
USA/WA-S62/2020	11	10	7	7	6	1
USA/WA-S63/2020	11	10	7	7	6	1
USA/WA-S64/2020	11	10	7	7	6	1
USA/WA-S65/2020	11	10	7	7	6	1
USA/WA-S66/2020	11	10	7	7	6	1
USA/WA-S67/2020	11	10	7	7	6	1
USA/WA-S68/2020	11	10	7	7	6	1
USA/WA-S69/2020	11	10	7	7	6	1
USA/WA-S7/2020	11	10	7	7	6	1
USA/WA-S70/2020	11	10	7	7	6	1
USA/WA-S71/2020	11	10	7	7	6	1
USA/WA-S72/2020	11	10	7	7	6	1
USA/WA-S73/2020	11	10	7	7	6	1
USA/WA-S74/2020	11	10	7	7	6	1
USA/WA-S75/2020	11	10	7	7	6	1
USA/WA-S76/2020	11	10	7	7	6	1
USA/WA-S77/2020	11	10	7	7	6	1
USA/WA-S78/2020	11	10	7	7	6	1
USA/WA-S79/2020	11	10	7	7	6	1
USA/WA-S8/2020	11	10	7	7	6	1
USA/WA-S80/2020	11	10	7	7	6	1
USA/WA-S81/2020	11	10	7	7	6	1
USA/WA-S82/2020	11	10	7	7	6	1
USA/WA-S83/2020	11	10	7	7	6	1
USA/WA-S84/2020	11	10	7	7	6	1
USA/WA-S85/2020	51	10	7	7	6	1
USA/WA-S86/2020	11	10	7	7	6	1
USA/WA-S87/2020	11	10	7	7	6	1
USA/WA-S88/2020	11	10	7	7	6	1
USA/WA-S89/2020	11	10	7	7	6	1
USA/WA-S9/2020	11	10	7	7	6	1
USA/WA-S90/2020	11	10	7	7	6	1
USA/WA-S91/2020	11	10	7	7	6	1
USA/WA-S92/2020	11	10	7	7	6	1
USA/WA-S93/2020	11	10	7	7	6	1
USA/WA-S94/2020	11	10	7	7	6	1
USA/WA-S95/2020	11	10	7	7	6	1
USA/WA-S96/2020	11	10	7	7	6	1
USA/WA-S97/2020	11	10	7	7	6	1
USA/WA-S98/2020	11	10	7	7	6	1
USA/WA-S99/2020	11	10	7	7	6	1
USA/WA-USAFSAM-S060/2020	36	29	22	8	2	2
USA/WA-UW-01/2020	27	20	13	12	2	2
USA/WA-UW-114/2020	11	10	7	7	6	1
USA/WA-UW-1238/2020	11	10	7	7	6	1
USA/WA-UW-133/2020	11	10	7	7	6	1
USA/WA-UW-182/2020	11	10	7	7	6	1
USA/WA-UW-185/2020	11	10	7	7	6	1
USA/WA-UW-191/2020	11	10	7	7	6	1
USA/WA-UW-192/2020	11	10	7	7	6	1
USA/WA-UW-194/2020	11	10	7	7	6	1
USA/WA-UW-195/2020	11	10	7	7	6	1
USA/WA-UW-1967/2020	27	20	13	12	2	2
USA/WA-UW-197/2020	11	10	7	7	6	1
USA/WA-UW-201/2020	11	10	7	7	6	1
USA/WA-UW-246/2020	11	10	7	7	6	1
USA/WA-UW-251/2020	11	10	7	7	6	1
USA/WA-UW-335/2020	11	10	7	7	6	1
USA/WA-UW-361/2020	11	10	7	7	6	1
USA/WA-UW-379/2020	11	10	7	7	6	1
USA/WA-UW-383/2020	11	10	7	7	6	1
USA/WA-UW-488/2020	11	10	7	7	6	1
USA/WA-UW-517/2020	11	10	7	7	6	1
USA/WA-UW-518/2020	11	10	7	7	6	1
USA/WA-UW-520/2020	27	20	13	12	2	2
USA/WA-UW-523/2020	11	10	7	7	6	1
USA/WA-UW-524/2020	11	10	7	7	6	1
USA/WA-UW-525/2020	11	10	7	7	6	1
USA/WA-UW-529/2020	7	6	2	2	2	2
USA/WA-UW-530/2020	27	20	13	12	2	2
USA/WA-UW-542/2020	11	10	7	7	6	1
USA/WA-UW-543/2020	27	20	13	12	2	2
USA/WA-UW-546/2020	27	20	13	12	2	2
USA/WA-UW-555/2020	11	10	7	7	6	1
USA/WA-UW-558/2020	11	10	7	7	6	1
USA/WA-UW-571/2020	11	10	7	7	6	1
USA/WA-UW-572/2020	11	10	7	7	6	1
USA/WA-UW-586/2020	7	6	2	2	2	2
USA/WA-UW-589/2020	51	10	7	7	6	1
USA/WA-UW-596/2020	11	10	7	7	6	1
USA/WA-UW-600/2020	27	20	13	12	2	2
USA/WA-UW-602/2020	11	10	7	7	6	1
USA/WA-UW-603/2020	27	20	13	12	2	2
USA/WA-UW-604/2020	11	10	7	7	6	1
USA/WA-UW-608/2020	27	20	13	12	2	2
USA/WA-UW-623/2020	13	3	3	3	3	2
USA/WA-UW-631/2020	27	20	13	12	2	2
USA/WA-UW-661/2020	11	10	7	7	6	1
USA/WA-UW-662/2020	27	20	13	12	2	2
USA/WA-UW-669/2020	11	10	7	7	6	1
USA/WA-UW-671/2020	11	10	7	7	6	1
USA/WA-UW-674/2020	27	20	13	12	2	2
USA/WA-UW-676/2020	27	20	13	12	2	2
USA/WA-UW-681/2020	11	10	7	7	6	1
USA/WA-UW-682/2020	11	10	7	7	6	1
USA/WA-UW-683/2020	11	10	7	7	6	1
USA/WA-UW-687/2020	11	10	7	7	6	1
USA/WA-UW-688/2020	27	20	13	12	2	2
USA/WA-UW-690/2020	11	10	7	7	6	1
USA/WA-UW-696/2020	11	10	7	7	6	1
USA/WA-UW-753/2020	11	10	7	7	6	1
USA/WA-UW-757/2020	27	20	13	12	2	2
USA/WA-UW-822/2020	11	10	7	7	6	1
USA/WA-UW-831/2020	11	10	7	7	6	1
USA/WA-UW-834/2020	11	10	7	7	6	1
USA/WA-UW-845/2020	11	10	7	7	6	1
USA/WA-UW-862/2020	7	6	2	2	2	2
USA/WA-UW-864/2020	11	10	7	7	6	1
USA/WA-UW-865/2020	11	10	7	7	6	1
USA/WA-UW-896/2020	11	10	7	7	6	1
USA/WA-UW-909/2020	27	20	13	12	2	2
USA/WA-UW100/2020	11	10	7	7	6	1
USA/WA-UW101/2020	11	10	7	7	6	1
USA/WA-UW102/2020	11	10	7	7	6	1
USA/WA-UW103/2020	11	10	7	7	6	1
USA/WA-UW104/2020	7	6	2	2	2	2
USA/WA-UW105/2020	11	10	7	7	6	1
USA/WA-UW106/2020	11	10	7	7	6	1
USA/WA-UW107/2020	11	10	7	7	6	1
USA/WA-UW108/2020	106	92	81	65	18	2
USA/WA-UW109/2020	27	20	13	12	2	2
USA/WA-UW110/2020	27	20	13	12	2	2
USA/WA-UW111/2020	11	10	7	7	6	1
USA/WA-UW112/2020	11	10	7	7	6	1
USA/WA-UW113/2020	11	10	7	7	6	1
USA/WA-UW114/2020	11	10	7	7	6	1
USA/WA-UW115/2020	27	20	13	12	2	2
USA/WA-UW116/2020	11	10	7	7	6	1
USA/WA-UW117/2020	7	6	2	2	2	2
USA/WA-UW118/2020	11	10	7	7	6	1
USA/WA-UW119/2020	11	10	7	7	6	1
USA/WA-UW120/2020	9	8	2	2	2	2
USA/WA-UW121/2020	11	10	7	7	6	1
USA/WA-UW122/2020	7	6	2	2	2	2
USA/WA-UW123/2020	7	6	2	2	2	2
USA/WA-UW124/2020	11	10	7	7	6	1
USA/WA-UW125/2020	11	10	7	7	6	1
USA/WA-UW126/2020	11	10	7	7	6	1
USA/WA-UW127/2020	11	10	7	7	6	1
USA/WA-UW128/2020	11	10	7	7	6	1
USA/WA-UW129/2020	11	10	7	7	6	1
USA/WA-UW130/2020	11	10	7	7	6	1
USA/WA-UW131/2020	11	10	7	7	6	1
USA/WA-UW132/2020	11	10	7	7	6	1
USA/WA-UW133/2020	24	8	2	2	2	2
USA/WA-UW134/2020	7	6	2	2	2	2
USA/WA-UW136/2020	24	8	2	2	2	2
USA/WA-UW137/2020	106	92	81	65	18	2
USA/WA-UW138/2020	36	29	22	8	2	2
USA/WA-UW139/2020	11	10	7	7	6	1
USA/WA-UW140/2020	7	6	2	2	2	2
USA/WA-UW141/2020	11	10	7	7	6	1
USA/WA-UW142/2020	11	10	7	7	6	1
USA/WA-UW143/2020	11	10	7	7	6	1
USA/WA-UW144/2020	11	10	7	7	6	1
USA/WA-UW145/2020	11	10	7	7	6	1
USA/WA-UW146/2020	11	10	7	7	6	1
USA/WA-UW147/2020	11	10	7	7	6	1
USA/WA-UW148/2020	11	10	7	7	6	1
USA/WA-UW149/2020	11	10	7	7	6	1
USA/WA-UW15/2020	11	10	7	7	6	1
USA/WA-UW150/2020	11	10	7	7	6	1
USA/WA-UW151/2020	11	10	7	7	6	1
USA/WA-UW152/2020	11	10	7	7	6	1
USA/WA-UW153/2020	27	20	13	12	2	2
USA/WA-UW154/2020	11	10	7	7	6	1
USA/WA-UW155/2020	27	20	13	12	2	2
USA/WA-UW156/2020	11	10	7	7	6	1
USA/WA-UW157/2020	11	10	7	7	6	1
USA/WA-UW16/2020	11	10	7	7	6	1
USA/WA-UW160/2020	27	20	13	12	2	2
USA/WA-UW161/2020	27	20	13	12	2	2
USA/WA-UW162/2020	11	10	7	7	6	1
USA/WA-UW163/2020	11	10	7	7	6	1
USA/WA-UW164/2020	11	10	7	7	6	1
USA/WA-UW165/2020	11	10	7	7	6	1
USA/WA-UW166/2020	27	20	13	12	2	2
USA/WA-UW167/2020	11	10	7	7	6	1
USA/WA-UW168/2020	30	23	16	14	7	2
USA/WA-UW169/2020	27	20	13	12	2	2
USA/WA-UW17/2020	11	10	7	7	6	1
USA/WA-UW170/2020	27	20	13	12	2	2
USA/WA-UW171/2020	11	10	7	7	6	1
USA/WA-UW172/2020	11	10	7	7	6	1
USA/WA-UW173/2020	11	10	7	7	6	1
USA/WA-UW174/2020	11	10	7	7	6	1
USA/WA-UW175/2020	11	10	7	7	6	1
USA/WA-UW176/2020	11	10	7	7	6	1
USA/WA-UW177/2020	11	10	7	7	6	1
USA/WA-UW178/2020	27	20	13	12	2	2
USA/WA-UW179/2020	11	10	7	7	6	1
USA/WA-UW18/2020	11	10	7	7	6	1
USA/WA-UW180/2020	11	10	7	7	6	1
USA/WA-UW181/2020	27	20	13	12	2	2
USA/WA-UW182/2020	11	10	7	7	6	1
USA/WA-UW183/2020	11	10	7	7	6	1
USA/WA-UW184/2020	11	10	7	7	6	1
USA/WA-UW185/2020	106	92	81	65	18	2
USA/WA-UW186/2020	27	20	13	12	2	2
USA/WA-UW187/2020	27	20	13	12	2	2
USA/WA-UW188/2020	11	10	7	7	6	1
USA/WA-UW189/2020	11	10	7	7	6	1
USA/WA-UW19/2020	11	10	7	7	6	1
USA/WA-UW190/2020	11	10	7	7	6	1
USA/WA-UW191/2020	27	20	13	12	2	2
USA/WA-UW192/2020	27	20	13	12	2	2
USA/WA-UW193/2020	27	20	13	12	2	2
USA/WA-UW194/2020	108	94	83	8	2	2
USA/WA-UW195/2020	11	10	7	7	6	1
USA/WA-UW196/2020	7	6	2	2	2	2
USA/WA-UW197/2020	13	3	3	3	3	2
USA/WA-UW198/2020	11	10	7	7	6	1
USA/WA-UW199/2020	11	10	7	7	6	1
USA/WA-UW20/2020	11	10	7	7	6	1
USA/WA-UW200/2020	11	10	7	7	6	1
USA/WA-UW201/2020	11	10	7	7	6	1
USA/WA-UW202/2020	11	10	7	7	6	1
USA/WA-UW203/2020	7	6	2	2	2	2
USA/WA-UW204/2020	11	10	7	7	6	1
USA/WA-UW205/2020	11	10	7	7	6	1
USA/WA-UW206/2020	11	10	7	7	6	1
USA/WA-UW207/2020	11	10	7	7	6	1
USA/WA-UW208/2020	11	10	7	7	6	1
USA/WA-UW209/2020	11	10	7	7	6	1
USA/WA-UW21/2020	11	10	7	7	6	1
USA/WA-UW210/2020	7	6	2	2	2	2
USA/WA-UW211/2020	11	10	7	7	6	1
USA/WA-UW212/2020	11	10	7	7	6	1
USA/WA-UW214/2020	11	10	7	7	6	1
USA/WA-UW215/2020	11	10	7	7	6	1
USA/WA-UW216/2020	11	10	7	7	6	1
USA/WA-UW217/2020	11	10	7	7	6	1
USA/WA-UW218/2020	11	10	7	7	6	1
USA/WA-UW22/2020	20	9	6	6	5	2
USA/WA-UW220/2020	11	10	7	7	6	1
USA/WA-UW221/2020	11	10	7	7	6	1
USA/WA-UW222/2020	11	10	7	7	6	1
USA/WA-UW225/2020	11	10	7	7	6	1
USA/WA-UW226/2020	11	10	7	7	6	1
USA/WA-UW227/2020	65	54	46	38	2	2
USA/WA-UW228/2020	11	10	7	7	6	1
USA/WA-UW229/2020	11	10	7	7	6	1
USA/WA-UW23/2020	11	10	7	7	6	1
USA/WA-UW230/2020	27	20	13	12	2	2
USA/WA-UW231/2020	11	10	7	7	6	1
USA/WA-UW232/2020	11	10	7	7	6	1
USA/WA-UW233/2020	27	20	13	12	2	2
USA/WA-UW234/2020	11	10	7	7	6	1
USA/WA-UW235/2020	11	10	7	7	6	1
USA/WA-UW236/2020	11	10	7	7	6	1
USA/WA-UW237/2020	27	20	13	12	2	2
USA/WA-UW239/2020	11	10	7	7	6	1
USA/WA-UW24/2020	11	10	7	7	6	1
USA/WA-UW240/2020	27	20	13	12	2	2
USA/WA-UW241/2020	27	20	13	12	2	2
USA/WA-UW242/2020	11	10	7	7	6	1
USA/WA-UW25/2020	9	8	2	2	2	2
USA/WA-UW253/2020	11	10	7	7	6	1
USA/WA-UW26/2020	11	10	7	7	6	1
USA/WA-UW27/2020	11	10	7	7	6	1
USA/WA-UW270/2020	11	10	7	7	6	1
USA/WA-UW274/2020	11	10	7	7	6	1
USA/WA-UW275/2020	13	3	3	3	3	2
USA/WA-UW277/2020	11	10	7	7	6	1
USA/WA-UW279/2020	11	10	7	7	6	1
USA/WA-UW28/2020	11	10	7	7	6	1
USA/WA-UW280/2020	11	10	7	7	6	1
USA/WA-UW281/2020	11	10	7	7	6	1
USA/WA-UW282/2020	27	20	13	12	2	2
USA/WA-UW283/2020	7	6	2	2	2	2
USA/WA-UW284/2020	11	10	7	7	6	1
USA/WA-UW285/2020	11	10	7	7	6	1
USA/WA-UW286/2020	11	10	7	7	6	1
USA/WA-UW287/2020	7	6	2	2	2	2
USA/WA-UW288/2020	27	20	13	12	2	2
USA/WA-UW289/2020	11	10	7	7	6	1
USA/WA-UW29/2020	27	20	13	12	2	2
USA/WA-UW290/2020	11	10	7	7	6	1
USA/WA-UW291/2020	7	6	2	2	2	2
USA/WA-UW292/2020	11	10	7	7	6	1
USA/WA-UW293/2020	11	10	7	7	6	1
USA/WA-UW294/2020	11	10	7	7	6	1
USA/WA-UW295/2020	111	97	85	68	19	2
USA/WA-UW296/2020	27	20	13	12	2	2
USA/WA-UW297/2020	11	10	7	7	6	1
USA/WA-UW298/2020	11	10	7	7	6	1
USA/WA-UW299/2020	11	10	7	7	6	1
USA/WA-UW30/2020	11	10	7	7	6	1
USA/WA-UW300/2020	11	10	7	7	6	1
USA/WA-UW31/2020	11	10	7	7	6	1
USA/WA-UW310/2020	27	20	13	12	2	2
USA/WA-UW312/2020	27	20	13	12	2	2
USA/WA-UW313/2020	27	20	13	12	2	2
USA/WA-UW314/2020	11	10	7	7	6	1
USA/WA-UW315/2020	11	10	7	7	6	1
USA/WA-UW316/2020	11	10	7	7	6	1
USA/WA-UW317/2020	11	10	7	7	6	1
USA/WA-UW318/2020	11	10	7	7	6	1
USA/WA-UW319/2020	11	10	7	7	6	1
USA/WA-UW32/2020	11	10	7	7	6	1
USA/WA-UW320/2020	11	10	7	7	6	1
USA/WA-UW321/2020	11	10	7	7	6	1
USA/WA-UW33/2020	11	10	7	7	6	1
USA/WA-UW34/2020	11	10	7	7	6	1
USA/WA-UW35/2020	11	10	7	7	6	1
USA/WA-UW357/2020	27	20	13	12	2	2
USA/WA-UW359/2020	7	6	2	2	2	2
USA/WA-UW36/2020	11	10	7	7	6	1
USA/WA-UW361/2020	11	10	7	7	6	1
USA/WA-UW37/2020	11	10	7	7	6	1
USA/WA-UW374/2020	11	10	7	7	6	1
USA/WA-UW378/2020	11	10	7	7	6	1
USA/WA-UW38/2020	11	10	7	7	6	1
USA/WA-UW39/2020	11	10	7	7	6	1
USA/WA-UW390/2020	11	10	7	7	6	1
USA/WA-UW40/2020	11	10	7	7	6	1
USA/WA-UW41/2020	11	10	7	7	6	1
USA/WA-UW42/2020	11	10	7	7	6	1
USA/WA-UW43/2020	11	10	7	7	6	1
USA/WA-UW44/2020	11	10	7	7	6	1
USA/WA-UW45/2020	11	10	7	7	6	1
USA/WA-UW46/2020	11	10	7	7	6	1
USA/WA-UW47/2020	11	10	7	7	6	1
USA/WA-UW48/2020	11	10	7	7	6	1
USA/WA-UW49/2020	11	10	7	7	6	1
USA/WA-UW50/2020	11	10	7	7	6	1
USA/WA-UW51/2020	11	10	7	7	6	1
USA/WA-UW52/2020	11	10	7	7	6	1
USA/WA-UW53/2020	11	10	7	7	6	1
USA/WA-UW54/2020	11	10	7	7	6	1
USA/WA-UW55/2020	11	10	7	7	6	1
USA/WA-UW56/2020	11	10	7	7	6	1
USA/WA-UW57/2020	11	10	7	7	6	1
USA/WA-UW58/2020	11	10	7	7	6	1
USA/WA-UW59/2020	11	10	7	7	6	1
USA/WA-UW60/2020	27	20	13	12	2	2
USA/WA-UW61/2020	11	10	7	7	6	1
USA/WA-UW62/2020	11	10	7	7	6	1
USA/WA-UW63/2020	11	10	7	7	6	1
USA/WA-UW64/2020	11	10	7	7	6	1
USA/WA-UW65/2020	11	10	7	7	6	1
USA/WA-UW66/2020	11	10	7	7	6	1
USA/WA-UW67/2020	11	10	7	7	6	1
USA/WA-UW68/2020	11	10	7	7	6	1
USA/WA-UW69/2020	27	20	13	12	2	2
USA/WA-UW70/2020	11	10	7	7	6	1
USA/WA-UW71/2020	11	10	7	7	6	1
USA/WA-UW72/2020	11	10	7	7	6	1
USA/WA-UW73/2020	9	8	2	2	2	2
USA/WA-UW74/2020	11	10	7	7	6	1
USA/WA-UW75/2020	11	10	7	7	6	1
USA/WA-UW76/2020	11	10	7	7	6	1
USA/WA-UW77/2020	11	10	7	7	6	1
USA/WA-UW78/2020	27	20	13	12	2	2
USA/WA-UW79/2020	11	10	7	7	6	1
USA/WA-UW80/2020	11	10	7	7	6	1
USA/WA-UW81/2020	11	10	7	7	6	1
USA/WA-UW82/2020	27	20	13	12	2	2
USA/WA-UW83/2020	11	10	7	7	6	1
USA/WA-UW84/2020	11	10	7	7	6	1
USA/WA-UW85/2020	11	10	7	7	6	1
USA/WA-UW86/2020	11	10	7	7	6	1
USA/WA-UW87/2020	11	10	7	7	6	1
USA/WA-UW88/2020	11	10	7	7	6	1
USA/WA-UW89/2020	11	10	7	7	6	1
USA/WA-UW90/2020	11	10	7	7	6	1
USA/WA-UW91/2020	11	10	7	7	6	1
USA/WA-UW92/2020	11	10	7	7	6	1
USA/WA-UW93/2020	30	23	16	14	7	2
USA/WA-UW94/2020	11	10	7	7	6	1
USA/WA-UW95/2020	11	10	7	7	6	1
USA/WA-UW96/2020	27	20	13	12	2	2
USA/WA-UW97/2020	11	10	7	7	6	1
USA/WA-UW98/2020	11	10	7	7	6	1
USA/WA-UW99/2020	11	10	7	7	6	1
USA/WA1-A12/2020	11	10	7	7	6	1
USA/WA1-F6/2020	11	10	7	7	6	1
USA/WA1/2020	11	10	7	7	6	1
USA/WA11-UW7/2020	11	10	7	7	6	1
USA/WA12-UW8/2020	11	10	7	7	6	1
USA/WA13-UW9/2020	11	10	7	7	6	1
USA/WA14-UW10/2020	11	10	7	7	6	1
USA/WA15-UW11/2020	11	10	7	7	6	1
USA/WA16-UW12/2020	11	10	7	7	6	1
USA/WA17-UW13/2020	11	10	7	7	6	1
USA/WA18-UW14/2020	11	10	7	7	6	1
USA/WA2/2020	11	10	7	7	6	1
USA/WA3-UW1/2020	121	106	94	76	22	2
USA/WA4-UW2/2020	11	10	7	7	6	1
USA/WA6-UW3/2020	11	10	7	7	6	1
USA/WA7-UW4/2020	11	10	7	7	6	1
USA/WA8-UW5/2020	11	10	7	7	6	1
USA/WA9-UW6/2020	11	10	7	7	6	1
USA/WA_5030/2020	121	106	94	76	22	2
USA/WI-QDX-2402/2020	3	3	3	3	3	2
USA/WI-UW-02/2020	9	8	2	2	2	2
USA/WI-UW-03/2020	7	6	2	2	2	2
USA/WI-UW-04/2020	7	6	2	2	2	2
USA/WI-UW-05/2020	7	6	2	2	2	2
USA/WI-UW-11/2020	7	6	2	2	2	2
USA/WI-UW-13/2020	70	59	50	42	2	2
USA/WI-UW-157/2020	3	3	3	3	3	2
USA/WI-UW-158/2020	122	107	95	77	2	2
USA/WI-UW-159/2020	122	107	95	77	2	2
USA/WI-UW-16/2020	40	33	3	3	3	2
USA/WI-UW-160/2020	122	107	95	77	2	2
USA/WI-UW-17/2020	87	74	64	54	2	2
USA/WI-UW-22/2020	74	62	53	44	14	1
USA/WI-UW-24/2020	21	16	9	8	2	2
USA/WI-UW-250/2020	7	6	2	2	2	2
USA/WI-UW-251/2020	45	38	30	25	2	2
USA/WI-UW-270/2020	3	3	3	3	3	2
USA/WI-UW-395/2020	3	3	3	3	3	2
USA/WI-UW-396/2020	3	3	3	3	3	2
USA/WI-UW-397/2020	3	3	3	3	3	2
USA/WI-UW-398/2020	7	6	2	2	2	2
USA/WI-WSLH-200011/2020	7	6	2	2	2	2
USA/WI-WSLH-200065/2020	24	8	2	2	2	2
USA/WI-WSLH-200139/2020	13	3	3	3	3	2
USA/WI-WSLH-200140/2020	24	8	2	2	2	2
USA/WI-WSLH-200141/2020	24	8	2	2	2	2
USA/WI-WSLH-200142/2020	24	8	2	2	2	2
USA/WI-WSLH-200143/2020	9	8	2	2	2	2
USA/WI-WSLH-200144/2020	24	8	2	2	2	2
USA/WI-WSLH-200145/2020	7	6	2	2	2	2
USA/WI-WSLH-200146/2020	24	8	2	2	2	2
USA/WI-WSLH-200147/2020	24	8	2	2	2	2
USA/WI-WSLH-200148/2020	24	8	2	2	2	2
USA/WI-WSLH-200149/2020	24	8	2	2	2	2
USA/WI-WSLH-200150/2020	24	8	2	2	2	2
USA/WI-WSLH-200195/2020	11	10	7	7	6	1
USA/WI-WSLH-200196/2020	21	16	9	8	2	2
USA/WI-WSLH-200197/2020	24	8	2	2	2	2
USA/WI1/2020	3	3	3	3	3	2
USA/WY-WYPHL001/2020	11	10	7	7	6	1
USA/WY-WYPHL003/2020	7	6	2	2	2	2
USA/WY-WYPHL004/2020	7	6	2	2	2	2
USA/WY-WYPHL005/2020	7	6	2	2	2	2
USA/WY-WYPHL006/2020	7	6	2	2	2	2
USA/WY-WYPHL007/2020	7	6	2	2	2	2
